source,line,kind,token,target,status,semantics
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,7,import-export,./approval-record.mjs,submodules/create-yss-harness-dev/template/scripts/lib/approval-record.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,8,import-export,./strategic-handoff-io.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff-io.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,9,import-export,../../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,9,scripts-literal,../../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,10,import-export,./strategic-handoff-rules.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff-rules.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,19,scripts-literal,scripts/lib/user-decision.mjs,submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,20,require-import-call,./user-decision.mjs,submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package-schema.mjs,1,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package-schema.mjs,2,import-export,./lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package-schema.mjs,3,import-export,./json-schema.mjs,submodules/create-yss-harness-dev/template/scripts/lib/json-schema.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,1,import-export,./harness-execution-scope.mjs,submodules/create-yss-harness-dev/template/scripts/lib/harness-execution-scope.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,2,import-export,./frontend-delivery-boundary.mjs,submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery-boundary.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,3,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,4,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,5,import-export,../vendor/yaml.mjs,submodules/create-yss-harness-dev/template/scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,6,import-export,./digital-human-roles.mjs,submodules/create-yss-harness-dev/template/scripts/lib/digital-human-roles.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,7,import-export,./lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,8,import-export,./maintenance-intensity.mjs,submodules/create-yss-harness-dev/template/scripts/lib/maintenance-intensity.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,9,import-export,./lifecycle-transition.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-transition.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,10,import-export,./task-package-schema.mjs,submodules/create-yss-harness-dev/template/scripts/lib/task-package-schema.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/technical-design-boundary.mjs,1,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/technical-design-boundary.mjs,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/technical-design-boundary.mjs,3,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/technical-design-boundary.mjs,4,import-export,./strategic-handoff-io.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff-io.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/technical-design-boundary.mjs,19,scripts-literal,.agents/skills/yss-technical-design/scripts/validate-technical-design.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-technical-design/scripts/validate-technical-design.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,1,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,2,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,3,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,4,import-export,../vendor/yaml.mjs,submodules/create-yss-harness-dev/template/scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,16,shell-source,+=,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,1,import-export,node:crypto,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,4,import-export,../vendor/yaml.mjs,submodules/create-yss-harness-dev/template/scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,5,import-export,./lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,6,import-export,./digital-human-roles.mjs,submodules/create-yss-harness-dev/template/scripts/lib/digital-human-roles.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/lib/user-decision.mjs,7,import-export,./json-schema.mjs,submodules/create-yss-harness-dev/template/scripts/lib/json-schema.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs,1,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs,3,import-export,./lib/lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs,4,import-export,./lib/repository-mode.mjs,submodules/create-yss-harness-dev/template/scripts/lib/repository-mode.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,1,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,2,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,4,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,5,import-export,./lib/lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,6,import-export,./lib/repository-mode.mjs,submodules/create-yss-harness-dev/template/scripts/lib/repository-mode.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs,39,scripts-literal,scripts/node-generate-lifecycle-artifacts.mjs,submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/repository-mode,2,import-export,./lib/repository-mode.mjs,submodules/create-yss-harness-dev/template/scripts/lib/repository-mode.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/repository-scope-policy,2,import-export,./lib/repository-scope-policy.mjs,submodules/create-yss-harness-dev/template/scripts/lib/repository-scope-policy.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,2,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,3,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,4,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,5,import-export,./lib/template-verification.mjs,submodules/create-yss-harness-dev/template/scripts/lib/template-verification.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,111,scripts-literal,scripts/repository-mode,submodules/create-yss-harness-dev/template/scripts/repository-mode,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,132,scripts-literal,scripts/verify-maintenance-checkpoint,submodules/create-yss-harness-dev/template/scripts/verify-maintenance-checkpoint,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/run-template-verification,133,scripts-literal,scripts/verify-digital-human-task-package,submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/strategic-handoff,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/strategic-handoff,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/strategic-handoff,4,import-export,./lib/strategic-handoff.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/sync-skills,2,import-export,./lib/skill-supply-chain.mjs,submodules/create-yss-harness-dev/template/scripts/lib/skill-supply-chain.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/update-skill-lock,2,import-export,./lib/skill-supply-chain.mjs,submodules/create-yss-harness-dev/template/scripts/lib/skill-supply-chain.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,1900,require-import-call,./Expression.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,1943,require-import-call,./Expression.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,1959,require-import-call,./Expression.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,1998,require-import-call,./Matcher.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,2017,require-import-call,./Matcher.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/vendor/xml.mjs,2018,require-import-call,./Expression.js,,unresolved-literal,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-approval-record,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-approval-record,3,import-export,./lib/approval-record.mjs,submodules/create-yss-harness-dev/template/scripts/lib/approval-record.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-approval-record,7,scripts-literal,scripts/verify-approval-record,submodules/create-yss-harness-dev/template/scripts/verify-approval-record,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-contract,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-contract,3,import-export,./lib/context-contract.mjs,submodules/create-yss-harness-dev/template/scripts/lib/context-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,4,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,5,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,6,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,7,import-export,./vendor/yaml.mjs,submodules/create-yss-harness-dev/template/scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,8,import-export,./lib/context-contract.mjs,submodules/create-yss-harness-dev/template/scripts/lib/context-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,32,scripts-literal,scripts/verify-context-reconciliation,submodules/create-yss-harness-dev/template/scripts/verify-context-reconciliation,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-roles,2,import-export,./lib/digital-human-roles.mjs,submodules/create-yss-harness-dev/template/scripts/lib/digital-human-roles.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-roles-scenarios,2,import-export,./lib/digital-human-roles.mjs,submodules/create-yss-harness-dev/template/scripts/lib/digital-human-roles.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-roles-scenarios,3,import-export,./lib/lifecycle-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-roles-scenarios,4,import-export,./lib/skill-registry.mjs,submodules/create-yss-harness-dev/template/scripts/lib/skill-registry.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-roles-scenarios,5,import-export,./lib/approval-record.mjs,submodules/create-yss-harness-dev/template/scripts/lib/approval-record.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package,3,import-export,./lib/task-package.mjs,submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package,7,scripts-literal,scripts/verify-digital-human-task-package,submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package-scenarios,2,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package-scenarios,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package-scenarios,4,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-digital-human-task-package-scenarios,7,scripts-literal,scripts/verify-subagent-task-package-scenarios,submodules/create-yss-harness-dev/template/scripts/verify-subagent-task-package-scenarios,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-entry-alignment,2,import-export,node:assert/strict,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-entry-alignment,3,import-export,./lib/entry-alignment.mjs,submodules/create-yss-harness-dev/template/scripts/lib/entry-alignment.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery,2,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery,3,import-export,./lib/frontend-delivery.mjs,submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,2,import-export,node:test,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,3,import-export,node:assert/strict,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,4,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,5,import-export,node:events,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,6,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,7,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,8,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,9,import-export,node:os,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,10,import-export,./fixtures/strategic-handoff/fixture.mjs,submodules/create-yss-harness-dev/template/scripts/fixtures/strategic-handoff/fixture.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,11,import-export,./lib/strategic-handoff.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,14,dynamic-expression,"import(backendTools?pathToFileURL(path.join(backendTools,'scripts/lib/backend-delivery.mjs')):'./lib/backend-delivery.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,14,scripts-literal,scripts/lib/backend-delivery.mjs,submodules/create-yss-harness-dev/template/scripts/lib/backend-delivery.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,15,dynamic-expression,"import(frontendTools?pathToFileURL(path.join(frontendTools,'scripts/lib/backend-delivery.mjs')):'./lib/backend-delivery.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,15,scripts-literal,scripts/lib/backend-delivery.mjs,submodules/create-yss-harness-dev/template/scripts/lib/backend-delivery.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,16,dynamic-expression,"import(frontendTools?pathToFileURL(path.join(frontendTools,'scripts/lib/frontend-delivery.mjs')):'./lib/frontend-delivery.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,16,scripts-literal,scripts/lib/frontend-delivery.mjs,submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,17,dynamic-expression,"import(frontendTools?pathToFileURL(path.join(frontendTools,'scripts/lib/frontend-delivery-boundary.mjs')):'./lib/frontend-delivery-boundary.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,17,scripts-literal,scripts/lib/frontend-delivery-boundary.mjs,submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery-boundary.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,18,dynamic-expression,"import(frontendTools?pathToFileURL(path.join(frontendTools,'scripts/lib/implementation-contract-compiler.mjs')):'./lib/implementation-contract-compiler.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,18,scripts-literal,scripts/lib/implementation-contract-compiler.mjs,submodules/create-yss-harness-dev/template/scripts/lib/implementation-contract-compiler.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,19,dynamic-expression,"import(frontendTools?pathToFileURL(path.join(frontendTools,'scripts/lib/lifecycle-transition.mjs')):'./lib/lifecycle-transition.mjs')",,unresolved-dynamic,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,19,scripts-literal,scripts/lib/lifecycle-transition.mjs,submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-transition.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,20,import-export,./lib/strategic-handoff-io.mjs,submodules/create-yss-harness-dev/template/scripts/lib/strategic-handoff-io.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios,52,scripts-literal,scripts/fixtures/backend-delivery/revision-server.mjs,submodules/create-yss-harness-dev/template/scripts/fixtures/backend-delivery/revision-server.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,3,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,4,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,5,import-export,node:util,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,6,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,7,import-export,./vendor/yaml.mjs,submodules/create-yss-harness-dev/template/scripts/vendor/yaml.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,8,import-export,../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,8,scripts-literal,../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,9,import-export,./lib/frontend-delivery-boundary.mjs,submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery-boundary.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,28,scripts-literal,scripts/verify-frontend-implementation-evidence,submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,3,import-export,node:os,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,4,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,5,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,6,import-export,../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,6,scripts-literal,../.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,submodules/create-yss-harness-dev/template/.agents/skills/yss-prototype-stage/scripts/visual-baseline-contract.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence-scenarios,48,scripts-literal,scripts/verify-frontend-implementation-evidence,submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-governance-release,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-governance-release,3,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-governance-release,4,import-export,node:url,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-governance-release,5,import-export,./lib/repository-mode.mjs,submodules/create-yss-harness-dev/template/scripts/lib/repository-mode.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-governance-release,21,scripts-literal,scripts/verify-lifecycle-scenarios,submodules/create-yss-harness-dev/template/scripts/verify-lifecycle-scenarios,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-harness-profile,2,import-export,./lib/harness-profile.mjs,submodules/create-yss-harness-dev/template/scripts/lib/harness-profile.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-harness-profile-scenarios,2,import-export,node:assert/strict,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-harness-profile-scenarios,3,import-export,./lib/harness-profile.mjs,submodules/create-yss-harness-dev/template/scripts/lib/harness-profile.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-implementation-path-scenarios,2,import-export,./lib/implementation-path-policy.mjs,submodules/create-yss-harness-dev/template/scripts/lib/implementation-path-policy.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-instance-distribution,2,import-export,./lib/instance-distribution.mjs,submodules/create-yss-harness-dev/template/scripts/lib/instance-distribution.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-instance-distribution-scenarios,2,import-export,node:assert/strict,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-instance-distribution-scenarios,3,import-export,./lib/instance-distribution.mjs,submodules/create-yss-harness-dev/template/scripts/lib/instance-distribution.mjs,resolved-file,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-lifecycle-checkpoint,2,import-export,node:fs,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-lifecycle-checkpoint,3,import-export,node:child_process,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-lifecycle-checkpoint,4,import-export,node:path,,external-module,lexical-reference-candidate
submodules/create-yss-harness-dev/template/scripts/verify-lifecycle-checkpoint,5,import-export,node:util,,external-module,lexical-reference-candidate
